country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-12-2025 08:00:00,28.5710274,77.0719006,OZONE,1,137,2
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",08-12-2025 08:00:00,28.674045,77.131023,SO2,6,24,17
India,Delhi,Delhi,"Pusa, Delhi - DPCC",08-12-2025 08:00:00,28.639652,77.146275,CO,52,110,66
India,Delhi,Delhi,"Pusa, Delhi - DPCC",08-12-2025 08:00:00,28.639652,77.146275,OZONE,17,27,21
India,Delhi,Delhi,"Pusa, Delhi - IMD",08-12-2025 08:00:00,28.636110,77.173332,OZONE,26,107,27
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",08-12-2025 08:00:00,28.563262,77.186937,NO2,28,121,79
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-12-2025 08:00:00,28.531346,77.190156,SO2,1,17,9
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.672342,77.315260,CO,58,112,74
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-12-2025 08:00:00,28.699793,77.165453,NH3,10,12,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.647622,77.3158090,NH3,11,14,13
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-12-2025 08:00:00,28.7256504,77.2011573,NO2,44,140,91
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-12-2025 08:00:00,28.7256504,77.2011573,OZONE,13,303,23
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",08-12-2025 08:00:00,28.5627763,77.1180053,OZONE,4,70,6
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-12-2025 08:00:00,28.6811736,77.3025234,NH3,8,12,10
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",08-12-2025 08:00:00,29.503664,75.467934,OZONE,15,19,16
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",08-12-2025 08:00:00,28.422681,77.148944,PM2.5,191,377,300
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",08-12-2025 08:00:00,28.4227,77.0667,PM2.5,152,389,296
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",08-12-2025 08:00:00,28.4227,77.0667,NO2,4,10,7
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",08-12-2025 08:00:00,28.4227,77.0667,NH3,6,10,8
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",08-12-2025 08:00:00,28.4275,77.1465,PM2.5,280,408,340
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",08-12-2025 08:00:00,28.4501238,77.0263051,PM10,129,146,138
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",08-12-2025 08:00:00,29.140560,75.744941,PM2.5,38,79,65
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",08-12-2025 08:00:00,22.969611,72.643500,CO,10,25,14
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",08-12-2025 08:00:00,22.969611,72.643500,OZONE,19,45,27
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-12-2025 08:00:00,30.379589,76.778328,NO2,19,25,23
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",08-12-2025 08:00:00,28.6701,76.9254,PM10,31,255,151
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",08-12-2025 08:00:00,28.6701,76.9254,SO2,7,7,7
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,PM2.5,271,329,310
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,PM10,189,280,234
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,NO2,19,21,20
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,SO2,5,13,8
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",08-12-2025 08:00:00,28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",08-12-2025 08:00:00,28.376058,77.315741,SO2,4,5,4
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-12-2025 08:00:00,28.4417,77.3217,PM2.5,165,199,186
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-12-2025 08:00:00,28.4417,77.3217,PM10,145,151,149
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-12-2025 08:00:00,28.4417,77.3217,NO2,36,39,37
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-12-2025 08:00:00,28.4417,77.3217,NH3,11,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",08-12-2025 08:00:00,29.503664,75.467934,NO2,18,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",08-12-2025 08:00:00,29.503664,75.467934,NH3,13,14,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",08-12-2025 08:00:00,29.503664,75.467934,SO2,10,11,11
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",08-12-2025 08:00:00,22.977134,72.553024,NO2,39,312,110
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",08-12-2025 08:00:00,22.977134,72.553024,OZONE,10,21,11
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-12-2025 08:00:00,23.002657,72.591912,OZONE,48,78,60
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-12-2025 08:00:00,23.020509,72.579261,PM10,98,185,125
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-12-2025 08:00:00,23.020509,72.579261,NH3,5,10,7
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-12-2025 08:00:00,23.020509,72.579261,SO2,9,14,11
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-12-2025 08:00:00,23.016834,72.625775,NO2,15,77,28
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,OZONE,15,15,15
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",08-12-2025 08:00:00,28.806223,76.141105,PM10,122,152,133
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",08-12-2025 08:00:00,28.806223,76.141105,SO2,12,13,12
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-12-2025 08:00:00,28.593883,76.270653,OZONE,13,17,15
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",08-12-2025 08:00:00,23.041137,72.456691,PM2.5,48,183,97
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",08-12-2025 08:00:00,23.041137,72.456691,PM10,50,157,95
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-12-2025 08:00:00,23.023389,72.515201,NO2,11,59,25
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,OZONE,9,48,17
India,Haryana,Jind,"Police Lines, Jind - HSPCB",08-12-2025 08:00:00,29.307814,76.337619,NH3,2,3,2
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",08-12-2025 08:00:00,29.8006,76.4155,OZONE,8,18,9
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",08-12-2025 08:00:00,29.695300,77.002700,NO2,6,7,6
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-12-2025 08:00:00,23.221714,72.654328,NO2,17,35,20
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-12-2025 08:00:00,23.221714,72.654328,SO2,1,10,5
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",08-12-2025 08:00:00,20.362421,72.918013,OZONE,8,12,8
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",08-12-2025 08:00:00,28.39072,77.30059,NH3,11,12,11
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",08-12-2025 08:00:00,12.9352049,77.6814488,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",08-12-2025 08:00:00,12.9352049,77.6814488,PM10,64,198,150
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",08-12-2025 08:00:00,12.9352049,77.6814488,NH3,1,1,1
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",08-12-2025 08:00:00,12.9352049,77.6814488,SO2,4,7,6
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",08-12-2025 08:00:00,12.9756843,77.5660749,PM10,87,88,88
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",08-12-2025 08:00:00,12.9756843,77.5660749,SO2,11,18,14
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-12-2025 08:00:00,13.029152,77.585901,OZONE,7,12,9
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,12.938539,77.590100,NH3,2,3,3
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,12.938539,77.590100,CO,16,30,23
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",08-12-2025 08:00:00,28.52123,76.37138,NO2,10,12,11
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",08-12-2025 08:00:00,28.52123,76.37138,OZONE,25,26,25
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-12-2025 08:00:00,29.536400,75.015800,CO,36,54,47
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-12-2025 08:00:00,29.027200,77.062100,PM2.5,115,392,278
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-12-2025 08:00:00,29.027200,77.062100,NO2,10,51,41
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-12-2025 08:00:00,29.027200,77.062100,CO,29,41,35
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-12-2025 08:00:00,29.027200,77.062100,OZONE,25,26,26
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",08-12-2025 08:00:00,30.1480566,77.2893471,PM10,113,156,124
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-12-2025 08:00:00,17.336318,76.847397,PM2.5,24,58,38
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-12-2025 08:00:00,17.336318,76.847397,PM10,30,78,49
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-12-2025 08:00:00,17.336318,76.847397,NO2,11,18,13
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-12-2025 08:00:00,17.336318,76.847397,CO,42,71,49
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-12-2025 08:00:00,15.347630,76.181767,PM2.5,38,43,40
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-12-2025 08:00:00,15.347630,76.181767,PM10,56,84,70
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-12-2025 08:00:00,15.347630,76.181767,NO2,32,37,34
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-12-2025 08:00:00,15.347630,76.181767,OZONE,5,6,6
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-12-2025 08:00:00,13.328028,75.797056,SO2,2,6,4
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-12-2025 08:00:00,13.328028,75.797056,OZONE,19,19,19
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",08-12-2025 08:00:00,14.475800,75.905200,SO2,3,6,5
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",08-12-2025 08:00:00,15.459706,75.008381,PM10,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",08-12-2025 08:00:00,15.3714823,75.1160168,SO2,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",08-12-2025 08:00:00,15.3714823,75.1160168,CO,8,34,14
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",08-12-2025 08:00:00,28.1485564,77.3320667,PM10,90,118,105
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",08-12-2025 08:00:00,28.1485564,77.3320667,NH3,8,9,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-12-2025 08:00:00,30.7057778,76.8531805555555,NO2,24,26,25
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-12-2025 08:00:00,30.7057778,76.8531805555555,SO2,8,9,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-12-2025 08:00:00,30.7057778,76.8531805555555,CO,20,22,20
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,SO2,11,11,11
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,CO,32,49,48
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",08-12-2025 08:00:00,34.066206,74.819820,PM2.5,84,228,150
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",08-12-2025 08:00:00,34.066206,74.819820,OZONE,1,3,1
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",08-12-2025 08:00:00,23.707909,86.414670,PM2.5,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",08-12-2025 08:00:00,16.172806,75.659694,OZONE,12,17,16
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",08-12-2025 08:00:00,12.9135218,77.5950804,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-12-2025 08:00:00,12.920984,77.584908,CO,18,52,24
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,CO,42,44,42
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,13.003872,77.664217,CO,45,70,55
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-12-2025 08:00:00,13.0270199,77.494094,NO2,19,27,24
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-12-2025 08:00:00,12.921418,77.502466,NO2,18,24,22
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-12-2025 08:00:00,12.921418,77.502466,SO2,5,6,6
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-12-2025 08:00:00,11.55358,76.55521,CO,14,120,32
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",08-12-2025 08:00:00,29.966942,76.875879,PM10,118,170,145
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",08-12-2025 08:00:00,12.415911,75.735050,OZONE,3,6,4
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-12-2025 08:00:00,12.889250,74.853000,OZONE,11,29,22
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",08-12-2025 08:00:00,13.940000,75.555917,PM2.5,20,30,26
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-12-2025 08:00:00,16.7602,77.1428,NH3,1,2,1
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",08-12-2025 08:00:00,10.073232,76.302765,PM10,49,72,58
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-12-2025 08:00:00,8.8787,76.6073,PM2.5,121,226,164
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,NH3,2,5,3
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,SO2,9,24,17
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,OZONE,7,22,18
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",08-12-2025 08:00:00,10.532400,76.215900,PM10,50,57,53
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",08-12-2025 08:00:00,10.532400,76.215900,OZONE,31,32,31
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,NO2,20,75,33
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,NH3,4,6,5
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-12-2025 08:00:00,23.233584,77.400574,PM2.5,82,340,235
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-12-2025 08:00:00,23.233584,77.400574,PM10,125,387,200
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-12-2025 08:00:00,22.9682591,76.064118,NO2,7,8,7
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-12-2025 08:00:00,22.9682591,76.064118,CO,14,32,18
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-12-2025 08:00:00,22.9682591,76.064118,OZONE,23,27,24
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",08-12-2025 08:00:00,16.536107,80.594233,NO2,19,19,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",08-12-2025 08:00:00,16.509717,80.612222,SO2,15,17,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",08-12-2025 08:00:00,16.509717,80.612222,OZONE,7,66,11
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",08-12-2025 08:00:00,16.554731,80.649110,SO2,21,27,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",08-12-2025 08:00:00,16.554731,80.649110,CO,35,57,41
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",08-12-2025 08:00:00,16.554731,80.649110,OZONE,90,264,157
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",08-12-2025 08:00:00,17.72,83.3,NO2,23,166,94
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",08-12-2025 08:00:00,14.465052,78.824187,NH3,4,5,4
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",08-12-2025 08:00:00,14.465052,78.824187,SO2,11,11,11
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",08-12-2025 08:00:00,14.465052,78.824187,CO,28,40,31
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",08-12-2025 08:00:00,16.9872867,81.7363176,PM10,108,178,136
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",08-12-2025 08:00:00,16.9872867,81.7363176,NO2,18,67,32
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",08-12-2025 08:00:00,13.67,79.35,PM10,93,157,110
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",08-12-2025 08:00:00,13.67,79.35,SO2,5,7,6
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",08-12-2025 08:00:00,26.0881305,87.93840336,PM2.5,40,52,45
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",08-12-2025 08:00:00,26.0881305,87.93840336,OZONE,16,18,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",08-12-2025 08:00:00,27.308328,84.531742,PM10,56,183,101
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,PM2.5,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,PM10,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",08-12-2025 08:00:00,25.7808257,84.7446768,OZONE,27,58,29
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",08-12-2025 08:00:00,24.792403,84.992416,PM2.5,80,325,190
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",08-12-2025 08:00:00,24.792403,84.992416,OZONE,1,31,4
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",08-12-2025 08:00:00,24.762518,84.982348,CO,20,46,44
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",08-12-2025 08:00:00,25.697189,85.245900,NO2,26,57,39
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-12-2025 08:00:00,26.446912,91.439057,CO,10,22,21
India,Assam,Silchar,"Tarapur, Silchar - PCBA",08-12-2025 08:00:00,24.82827,92.79525,NH3,1,1,1
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-12-2025 08:00:00,26.146529,87.454184,NH3,4,4,4
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-12-2025 08:00:00,25.5626095,84.663264,PM10,104,231,169
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-12-2025 08:00:00,25.5626095,84.663264,NH3,1,1,1
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",08-12-2025 08:00:00,26.187500,91.744194,PM2.5,46,155,94
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",08-12-2025 08:00:00,26.181742,91.78063,NO2,3,3,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",08-12-2025 08:00:00,26.181742,91.78063,SO2,32,35,34
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",08-12-2025 08:00:00,26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-12-2025 08:00:00,26.446912,91.439057,PM10,10,263,60
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",08-12-2025 08:00:00,16.5150833,80.5181667,CO,22,66,36
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",08-12-2025 08:00:00,16.5150833,80.5181667,OZONE,7,70,15
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",08-12-2025 08:00:00,14.675886,77.593027,CO,18,32,23
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-12-2025 08:00:00,13.204880,79.097889,NO2,16,25,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.265194,87.012947,PM2.5,83,197,139
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.265194,87.012947,CO,71,107,94
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",08-12-2025 08:00:00,25.204762,85.514960,PM10,70,151,109
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",08-12-2025 08:00:00,25.204762,85.514960,SO2,10,10,10
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",08-12-2025 08:00:00,25.204762,85.514960,OZONE,1,13,1
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",08-12-2025 08:00:00,27.103358,93.679645,PM2.5,18,400,135
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",08-12-2025 08:00:00,27.103358,93.679645,NH3,1,1,1
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",08-12-2025 08:00:00,27.103358,93.679645,OZONE,5,6,5
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-12-2025 08:00:00,24.75746,84.366208,NH3,1,2,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",08-12-2025 08:00:00,25.859655,85.77944,PM10,40,127,84
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",08-12-2025 08:00:00,25.859655,85.77944,CO,48,108,62
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",08-12-2025 08:00:00,24.952822,84.002396,PM10,127,494,262
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",08-12-2025 08:00:00,24.952822,84.002396,NH3,2,7,3
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",08-12-2025 08:00:00,24.952822,84.002396,CO,48,86,53
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",08-12-2025 08:00:00,24.952822,84.002396,OZONE,14,36,17
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",08-12-2025 08:00:00,26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",08-12-2025 08:00:00,26.2271665,84.3570427,SO2,3,4,4
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",08-12-2025 08:00:00,26.2271665,84.3570427,OZONE,6,7,6
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",08-12-2025 08:00:00,30.735567,76.775714,PM2.5,78,280,146
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",08-12-2025 08:00:00,30.735567,76.775714,CO,57,101,75
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1209,85.3647,CO,8,30,9
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1209,85.3647,OZONE,8,38,18
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",08-12-2025 08:00:00,25.586562,85.043586,PM2.5,98,308,214
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",08-12-2025 08:00:00,25.586562,85.043586,OZONE,7,60,7
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",08-12-2025 08:00:00,25.592539,85.227158,NH3,4,5,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",08-12-2025 08:00:00,25.592539,85.227158,SO2,9,14,12
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",08-12-2025 08:00:00,25.610369,85.132568,CO,34,57,55
India,Bihar,Patna,"Muradpur, Patna - BSPCB",08-12-2025 08:00:00,25.619651,85.147382,NO2,4,12,6
India,Bihar,Patna,"Muradpur, Patna - BSPCB",08-12-2025 08:00:00,25.619651,85.147382,OZONE,5,24,6
