country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,NO2,25,26,25
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",08-12-2025 08:00:00,12.990328,77.5431385,CO,20,40,26
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-12-2025 08:00:00,13.0246342,77.5080115,PM2.5,73,139,102
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-12-2025 08:00:00,13.0246342,77.5080115,PM10,62,166,118
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-12-2025 08:00:00,12.917348,77.622813,OZONE,13,22,21
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-12-2025 08:00:00,11.55358,76.55521,PM2.5,19,39,29
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-12-2025 08:00:00,13.328028,75.797056,PM2.5,11,42,21
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-12-2025 08:00:00,13.328028,75.797056,NH3,2,3,3
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,NH3,4,4,4
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,13.003872,77.664217,PM10,70,72,71
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,13.003872,77.664217,NH3,2,3,2
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,13.003872,77.664217,SO2,10,11,11
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-12-2025 08:00:00,13.0270199,77.494094,PM2.5,20,49,34
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-12-2025 08:00:00,13.0270199,77.494094,OZONE,25,26,25
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",08-12-2025 08:00:00,12.990328,77.5431385,NO2,20,21,20
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",08-12-2025 08:00:00,23.80569,86.44268,NO2,79,82,80
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",08-12-2025 08:00:00,23.707909,86.414670,OZONE,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",08-12-2025 08:00:00,16.172806,75.659694,PM10,53,54,53
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",08-12-2025 08:00:00,16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",08-12-2025 08:00:00,16.172806,75.659694,SO2,7,7,7
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",08-12-2025 08:00:00,12.9135218,77.5950804,NH3,NA,NA,NA
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-12-2025 08:00:00,29.536400,75.015800,NH3,10,16,14
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",08-12-2025 08:00:00,30.1480566,77.2893471,PM2.5,150,283,183
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",08-12-2025 08:00:00,30.943887,76.801991,PM10,85,216,146
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",08-12-2025 08:00:00,30.943887,76.801991,NH3,7,13,10
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",08-12-2025 08:00:00,30.943887,76.801991,CO,46,107,76
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",08-12-2025 08:00:00,27.9002,76.9938,NH3,12,14,13
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",08-12-2025 08:00:00,27.9002,76.9938,SO2,30,37,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",08-12-2025 08:00:00,27.9002,76.9938,CO,54,88,76
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",08-12-2025 08:00:00,28.360699,76.936090,NH3,10,15,12
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",08-12-2025 08:00:00,28.360699,76.936090,OZONE,6,27,7
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",08-12-2025 08:00:00,28.060249,76.113115,CO,16,47,36
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,PM2.5,2,320,247
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,PM10,125,171,145
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,NH3,2,3,3
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-12-2025 08:00:00,29.536400,75.015800,PM2.5,61,125,92
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-12-2025 08:00:00,15.347630,76.181767,SO2,8,19,10
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-12-2025 08:00:00,12.889250,74.853000,PM2.5,46,139,86
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-12-2025 08:00:00,12.889250,74.853000,NH3,1,2,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-12-2025 08:00:00,12.889250,74.853000,SO2,16,16,16
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-12-2025 08:00:00,12.21041,76.37376,NH3,4,7,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-12-2025 08:00:00,12.21041,76.37376,SO2,2,6,4
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-12-2025 08:00:00,16.7602,77.1428,PM10,73,119,99
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-12-2025 08:00:00,16.7602,77.1428,SO2,6,26,14
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-12-2025 08:00:00,16.7602,77.1428,OZONE,12,29,19
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",08-12-2025 08:00:00,10.073232,76.302765,SO2,1,1,1
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",08-12-2025 08:00:00,10.073232,76.302765,CO,8,83,24
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",08-12-2025 08:00:00,11.875000,75.373200,PM2.5,46,56,52
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",08-12-2025 08:00:00,11.875000,75.373200,NH3,2,2,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-12-2025 08:00:00,8.8787,76.6073,PM10,89,114,100
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.563700,76.886500,PM2.5,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.563700,76.886500,PM10,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.563700,76.886500,NO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.563700,76.886500,CO,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,NO2,4,55,25
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,CO,10,22,12
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,PM10,93,254,150
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,SO2,9,23,13
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-12-2025 08:00:00,23.233584,77.400574,NO2,53,121,86
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-12-2025 08:00:00,23.233584,77.400574,NH3,4,7,6
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-12-2025 08:00:00,23.233584,77.400574,SO2,10,43,16
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",08-12-2025 08:00:00,23.81748678,79.446246,CO,NA,NA,NA
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",08-12-2025 08:00:00,26.203442,78.193251,NH3,2,4,3
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",08-12-2025 08:00:00,26.203442,78.193251,CO,4,117,29
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-12-2025 08:00:00,24.75746,84.366208,PM10,100,196,130
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-12-2025 08:00:00,24.75746,84.366208,NO2,7,8,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-12-2025 08:00:00,26.80365,84.51954,PM2.5,63,253,154
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-12-2025 08:00:00,26.80365,84.51954,PM10,73,171,128
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-12-2025 08:00:00,26.80365,84.51954,NO2,6,10,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-12-2025 08:00:00,26.80365,84.51954,SO2,5,23,12
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-12-2025 08:00:00,26.80365,84.51954,OZONE,21,23,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.251013,86.989001,PM2.5,120,297,204
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.251013,86.989001,OZONE,9,20,15
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.265194,87.012947,PM10,109,167,133
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",08-12-2025 08:00:00,14.465052,78.824187,OZONE,20,23,21
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",08-12-2025 08:00:00,13.67,79.35,PM2.5,152,310,219
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",08-12-2025 08:00:00,13.67,79.35,NO2,16,22,19
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",08-12-2025 08:00:00,13.615387,79.409230,PM2.5,48,55,52
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",08-12-2025 08:00:00,13.615387,79.409230,NO2,13,17,15
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",08-12-2025 08:00:00,13.615387,79.409230,OZONE,17,19,18
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",08-12-2025 08:00:00,16.536107,80.594233,NH3,5,5,5
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",08-12-2025 08:00:00,27.103358,93.679645,NO2,6,8,7
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",08-12-2025 08:00:00,27.103358,93.679645,CO,8,66,16
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",08-12-2025 08:00:00,26.071318,91.87488,PM2.5,103,192,141
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",08-12-2025 08:00:00,26.071318,91.87488,NO2,4,8,7
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-12-2025 08:00:00,26.10887,91.589544,PM2.5,58,138,92
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-12-2025 08:00:00,26.10887,91.589544,NO2,13,17,15
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-12-2025 08:00:00,26.10887,91.589544,NH3,5,5,5
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",08-12-2025 08:00:00,26.987634,94.636574,NO2,23,37,28
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",08-12-2025 08:00:00,26.987634,94.636574,CO,12,102,50
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-12-2025 08:00:00,26.146529,87.454184,PM2.5,27,324,217
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-12-2025 08:00:00,26.146529,87.454184,SO2,6,56,28
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-12-2025 08:00:00,26.146529,87.454184,CO,9,88,40
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-12-2025 08:00:00,25.5626095,84.663264,PM2.5,85,312,218
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-12-2025 08:00:00,25.5626095,84.663264,SO2,10,10,10
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",08-12-2025 08:00:00,16.536107,80.594233,OZONE,54,54,54
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",08-12-2025 08:00:00,16.486692,80.699436,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",08-12-2025 08:00:00,16.509717,80.612222,CO,34,34,34
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",08-12-2025 08:00:00,16.554731,80.649110,PM10,50,102,64
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",08-12-2025 08:00:00,17.72,83.3,PM10,116,400,179
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",08-12-2025 08:00:00,24.7955,84.9994,PM2.5,91,339,201
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",08-12-2025 08:00:00,24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",08-12-2025 08:00:00,24.7955,84.9994,SO2,8,28,13
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",08-12-2025 08:00:00,24.7955,84.9994,OZONE,19,21,19
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",08-12-2025 08:00:00,24.792403,84.992416,NH3,3,6,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",08-12-2025 08:00:00,24.792403,84.992416,SO2,15,17,16
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",08-12-2025 08:00:00,24.762518,84.982348,PM2.5,32,61,41
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",08-12-2025 08:00:00,25.265194,87.012947,NO2,6,9,7
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",08-12-2025 08:00:00,25.567520,83.966379,CO,21,30,24
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",08-12-2025 08:00:00,25.567520,83.966379,OZONE,10,141,14
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",08-12-2025 08:00:00,25.7808257,84.7446768,PM10,107,255,185
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",08-12-2025 08:00:00,26.187500,91.744194,SO2,19,43,29
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",08-12-2025 08:00:00,26.187500,91.744194,OZONE,17,45,22
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",08-12-2025 08:00:00,26.181742,91.78063,CO,26,101,73
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-12-2025 08:00:00,26.446912,91.439057,SO2,8,8,8
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-12-2025 08:00:00,13.204880,79.097889,PM2.5,74,319,213
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-12-2025 08:00:00,13.204880,79.097889,PM10,69,188,134
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-12-2025 08:00:00,13.204880,79.097889,CO,28,60,32
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",08-12-2025 08:00:00,14.465052,78.824187,PM2.5,34,172,63
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",08-12-2025 08:00:00,11.654054,92.734055,PM2.5,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",08-12-2025 08:00:00,22.348441,82.549611,OZONE,35,36,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",08-12-2025 08:00:00,22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",08-12-2025 08:00:00,22.126650,83.483212,CO,8,34,30
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",08-12-2025 08:00:00,22.1910172,83.5197009,SO2,12,25,16
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",08-12-2025 08:00:00,21.219665,81.630094,PM2.5,27,109,71
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",08-12-2025 08:00:00,21.219665,81.630094,CO,46,113,103
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",08-12-2025 08:00:00,21.237755,81.705301,PM2.5,47,138,78
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",08-12-2025 08:00:00,21.237755,81.705301,PM10,53,174,99
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",08-12-2025 08:00:00,30.751462,76.762879,CO,38,53,44
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",08-12-2025 08:00:00,30.719859,76.738637,PM2.5,70,217,134
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",08-12-2025 08:00:00,30.719859,76.738637,NO2,25,107,50
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",08-12-2025 08:00:00,30.719859,76.738637,OZONE,9,80,28
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",08-12-2025 08:00:00,21.194815,81.314770,NH3,NA,NA,NA
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",08-12-2025 08:00:00,21.185571,81.343175,PM2.5,25,127,70
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",08-12-2025 08:00:00,21.185571,81.343175,SO2,5,11,8
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",08-12-2025 08:00:00,21.224231,81.408350,PM10,17,160,48
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",08-12-2025 08:00:00,26.0881305,87.93840336,PM10,42,197,142
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",08-12-2025 08:00:00,26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",08-12-2025 08:00:00,27.308328,84.531742,NO2,4,14,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",08-12-2025 08:00:00,27.308328,84.531742,NH3,1,2,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",08-12-2025 08:00:00,27.308328,84.531742,SO2,16,17,16
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,NO2,9,12,10
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,SO2,2,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",08-12-2025 08:00:00,26.63086,84.90051,CO,38,56,44
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",08-12-2025 08:00:00,21.371751,81.664929,OZONE,3,5,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",08-12-2025 08:00:00,22.06631475,83.33820077,PM10,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",08-12-2025 08:00:00,22.06631475,83.33820077,NO2,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-12-2025 08:00:00,28.815329,77.153010,PM2.5,257,365,322
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-12-2025 08:00:00,28.815329,77.153010,PM10,177,384,242
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-12-2025 08:00:00,28.815329,77.153010,NO2,30,68,47
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-12-2025 08:00:00,28.815329,77.153010,NH3,6,9,8
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",08-12-2025 08:00:00,25.586562,85.043586,NO2,45,90,60
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",08-12-2025 08:00:00,25.592539,85.227158,NO2,19,59,34
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",08-12-2025 08:00:00,25.610369,85.132568,PM2.5,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",08-12-2025 08:00:00,25.610369,85.132568,OZONE,29,30,29
India,Bihar,Patna,"Muradpur, Patna - BSPCB",08-12-2025 08:00:00,25.619651,85.147382,PM10,89,179,130
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",08-12-2025 08:00:00,25.599486,85.113666,NH3,1,9,7
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",08-12-2025 08:00:00,25.859655,85.77944,SO2,22,28,25
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",08-12-2025 08:00:00,26.2271665,84.3570427,PM10,60,121,93
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",08-12-2025 08:00:00,26.2271665,84.3570427,NO2,1,4,1
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",08-12-2025 08:00:00,30.735567,76.775714,NH3,13,16,14
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",08-12-2025 08:00:00,22.08815,82.13737,NO2,NA,NA,NA
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",08-12-2025 08:00:00,22.08815,82.13737,CO,29,134,47
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",08-12-2025 08:00:00,22.368195,82.746431,PM10,72,86,85
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",08-12-2025 08:00:00,22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",08-12-2025 08:00:00,22.348441,82.549611,SO2,5,22,13
India,Bihar,Munger,"Town Hall, Munger - BSPCB",08-12-2025 08:00:00,25.376776,86.471523,NH3,5,9,6
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1403345,85.3650192,OZONE,8,15,15
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1209,85.3647,NO2,6,13,10
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1209,85.3647,SO2,4,6,5
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",08-12-2025 08:00:00,25.366336,87.117468,PM10,33,109,81
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",08-12-2025 08:00:00,25.366336,87.117468,CO,52,59,56
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",08-12-2025 08:00:00,25.892357,86.590325,PM2.5,67,304,153
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",08-12-2025 08:00:00,28.732820,77.170633,NH3,7,10,9
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",08-12-2025 08:00:00,28.732820,77.170633,OZONE,7,147,21
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",08-12-2025 08:00:00,28.588333,77.221667,PM10,145,183,163
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",08-12-2025 08:00:00,28.588333,77.221667,SO2,8,15,12
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",08-12-2025 08:00:00,28.611281,77.237738,CO,52,105,77
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-12-2025 08:00:00,28.636429,77.201067,PM2.5,92,367,253
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-12-2025 08:00:00,28.636429,77.201067,NO2,67,114,83
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-12-2025 08:00:00,28.567890,77.250515,PM10,188,428,250
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-12-2025 08:00:00,28.567890,77.250515,SO2,1,19,11
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-12-2025 08:00:00,28.567890,77.250515,OZONE,2,298,3
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",08-12-2025 08:00:00,28.6573814,77.1585447,NO2,35,189,99
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",08-12-2025 08:00:00,28.530785,77.271255,NO2,111,188,147
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",08-12-2025 08:00:00,28.530785,77.271255,NH3,11,16,13
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",08-12-2025 08:00:00,28.623763,77.287209,NH3,10,12,11
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-12-2025 08:00:00,28.636429,77.201067,CO,56,102,70
India,Delhi,Delhi,"Mundka, Delhi - DPCC",08-12-2025 08:00:00,28.684678,77.076574,OZONE,3,105,6
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",08-12-2025 08:00:00,28.60909,77.0325413,CO,49,105,61
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",08-12-2025 08:00:00,28.570173,76.933762,NH3,15,19,17
India,Delhi,Delhi,"Narela, Delhi - DPCC",08-12-2025 08:00:00,28.822836,77.101981,NO2,17,70,32
India,Delhi,Delhi,"Rohini, Delhi - DPCC",08-12-2025 08:00:00,28.732528,77.119920,NO2,29,83,51
India,Delhi,Delhi,"Rohini, Delhi - DPCC",08-12-2025 08:00:00,28.732528,77.119920,CO,34,74,45
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",08-12-2025 08:00:00,28.6514781,77.1473105,NH3,9,13,11
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.710508,77.249485,NO2,32,92,56
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-12-2025 08:00:00,28.531346,77.190156,PM10,149,217,179
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-12-2025 08:00:00,28.5512005,77.2735737,NO2,38,47,42
India,Delhi,Delhi,"DTU, Delhi - CPCB",08-12-2025 08:00:00,28.7500499,77.1112615,NO2,39,69,62
India,Delhi,Delhi,"DTU, Delhi - CPCB",08-12-2025 08:00:00,28.7500499,77.1112615,CO,26,52,42
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-12-2025 08:00:00,28.5710274,77.0719006,NH3,18,21,19
